instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,fare_amount,passenger_count,distance
14993,9/21/2012,3,1,9,21,0,5,1,1,0.6,0.5909,0.73,0.2537,46,266,312,8.9,1,2.361549031
3865,6/14/2011,2,0,6,22,0,2,1,1,0.58,0.5455,0.6,0.2239,29,159,188,10.5,1,1.886136527
3747,6/10/2011,2,0,6,0,0,5,1,3,0.7,0.6515,0.65,0.2239,8,61,69,5.7,1,1.004730228
10329,3/11/2012,1,1,3,11,0,0,0,1,0.36,0.3333,0.43,0.2836,90,209,299,7,2,1.521583233
14850,9/15/2012,3,1,9,22,0,6,0,1,0.56,0.5303,0.52,0,82,197,279,12,1,4.925940205
15505,10/13/2012,4,1,10,5,0,6,0,1,0.3,0.2879,0.61,0.194,0,11,11,49.57,1,20.31573375
4969,7/30/2011,3,0,7,22,0,6,0,1,0.78,0.7121,0.52,0.1045,80,129,209,8.5,2,0
249,1/11/2011,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,4.5,1,1.485815257
283,1/13/2011,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,7.3,5,1.807773055
4564,7/14/2011,3,0,7,1,0,4,1,1,0.66,0.6212,0.61,0.2537,4,21,25,5.3,1,2.017829897
12718,6/19/2012,2,1,6,2,0,2,1,2,0.6,0.5758,0.78,0.1343,1,14,15,6.9,5,2.661306376
4252,7/1/2011,3,0,7,1,0,5,1,1,0.66,0.6212,0.5,0,15,16,31,9.3,1,2.565476979
8305,12/17/2011,4,0,12,16,0,6,0,1,0.28,0.2727,0.45,0.2239,30,192,222,6.7,1,1.699291439
11592,5/3/2012,2,1,5,4,0,4,1,2,0.46,0.4545,0.88,0.2537,0,2,2,7.3,1,2.224062384
10408,3/14/2012,1,1,3,18,0,3,1,1,0.7,0.6364,0.32,0,102,647,749,9,1,2.444438075
12555,6/12/2012,2,1,6,7,0,2,1,3,0.62,0.5606,0.88,0.2537,16,287,303,13,2,3.297802882
5327,8/14/2011,3,0,8,20,0,0,0,1,0.7,0.6667,0.84,0.1642,67,126,193,19,1,9.187061932
1005,2/14/2011,1,0,2,12,0,1,1,1,0.56,0.5303,0.22,0.4478,27,99,126,5.5,1,1.020957405
13184,7/8/2012,3,1,7,12,0,0,0,1,0.92,0.8939,0.42,0.194,105,271,376,8.1,1,3.503239862
6480,10/2/2011,4,0,10,13,0,0,0,3,0.4,0.4091,0.62,0.2239,84,224,308,9.3,1,3.063332876
17201,12/24/2012,1,1,12,12,0,1,1,2,0.28,0.303,0.56,0.0896,22,113,135,18,1,4.83859059
391,1/17/2011,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,7,85,92,12,1,2.101719906
7511,11/14/2011,4,0,11,13,0,1,1,1,0.6,0.6212,0.49,0.3881,50,153,203,7.3,1,2.298292303
11570,5/2/2012,2,1,5,6,0,3,1,3,0.56,0.5303,0.84,0,3,117,120,4.9,2,1.232009965
6406,9/29/2011,4,0,9,11,0,4,1,1,0.62,0.6061,0.61,0.194,36,122,158,16.1,1,4.31212372
8882,1/10/2012,1,1,1,22,0,2,1,1,0.3,0.303,0.7,0.0896,10,104,114,12.9,2,5.965205389
15630,10/18/2012,4,1,10,10,0,4,1,2,0.52,0.5,0.68,0.2239,60,158,218,4,1,0.641567564
8441,12/23/2011,1,0,12,8,0,5,1,1,0.4,0.4091,0.76,0.2537,9,173,182,15.3,1,4.617762457
4979,7/31/2011,3,0,7,8,0,0,0,1,0.76,0.697,0.55,0.2239,54,88,142,11.7,1,3.653636646
15750,10/23/2012,4,1,10,10,0,2,1,1,0.54,0.5152,0.6,0,50,171,221,25.3,1,14.98361076
12172,5/27/2012,2,1,5,8,0,0,0,1,0.64,0.5758,0.83,0.194,69,82,151,8.9,1,3.068468449
811,2/6/2011,1,0,2,5,0,0,0,1,0.26,0.2576,0.6,0.2239,0,1,1,6,1,0.756301196
9682,2/13/2012,1,1,2,8,0,1,1,1,0.1,0.1212,0.54,0.1343,4,413,417,6,1,1.234712046
13254,7/11/2012,3,1,7,10,0,3,1,2,0.72,0.6818,0.62,0.1343,47,148,195,6.5,1,1.497424725
13558,7/24/2012,3,1,7,2,0,2,1,1,0.66,0.6061,0.83,0.1642,6,10,16,7.5,1,2.058895068
3763,6/10/2011,2,0,6,16,0,5,1,1,0.82,0.7879,0.56,0.2985,46,239,285,16.5,1,1.98336412
6851,10/18/2011,4,0,10,0,0,2,1,1,0.48,0.4697,0.82,0,8,23,31,4.9,1,0.826285305
5452,8/20/2011,3,0,8,1,0,6,0,1,0.62,0.5758,0.83,0,12,35,47,9.7,1,4.465959468
10198,3/5/2012,1,1,3,23,0,1,1,1,0.22,0.1818,0.37,0.5821,2,29,31,7.7,1,2.922208976
604,1/28/2011,1,0,1,9,0,5,1,3,0.18,0.2121,0.86,0.0896,6,95,101,19,2,6.284003203
6988,10/23/2011,4,0,10,18,0,0,0,1,0.5,0.4848,0.63,0.1045,88,196,284,16.9,1,9.336946236
2746,4/29/2011,2,0,4,7,0,5,1,1,0.52,0.5,0.42,0.194,18,222,240,10.5,2,2.486501884
544,1/24/2011,1,0,1,19,0,1,1,1,0.14,0.1515,0.54,0.1642,5,101,106,8.9,3,2.119606343
5154,8/7/2011,3,0,8,15,0,0,0,3,0.72,0.697,0.74,0.2985,118,208,326,7.5,1,0
2322,4/11/2011,2,0,4,15,0,1,1,1,0.74,0.6667,0.48,0.5224,56,85,141,5.5,1,0.905758979
9663,2/12/2012,1,1,2,13,0,0,0,1,0.16,0.1212,0.4,0.4478,10,128,138,10.9,1,4.040274621
6305,9/25/2011,4,0,9,6,0,0,0,2,0.6,0.5455,0.88,0.1045,4,13,17,8.1,4,0
6364,9/27/2011,4,0,9,17,0,2,1,2,0.66,0.5909,0.89,0.194,50,480,530,5.7,1,1.806514125
2265,4/9/2011,2,0,4,5,0,6,0,2,0.3,0.2879,0.93,0.2239,0,5,5,18.1,2,5.88739753
7629,11/19/2011,4,0,11,11,0,6,0,1,0.36,0.3788,0.4,0,50,183,233,10.9,5,4.862325697
11723,5/8/2012,2,1,5,15,0,2,1,3,0.62,0.5909,0.73,0.2537,40,94,134,8.9,5,3.95038198
6124,9/17/2011,3,0,9,17,0,6,0,1,0.52,0.5,0.72,0.2239,141,218,359,13.5,2,5.635505074
7006,10/24/2011,4,0,10,12,0,1,1,2,0.52,0.5,0.68,0.1045,64,156,220,5,2,1.414340249
14130,8/16/2012,3,1,8,22,0,4,1,1,0.72,0.6667,0.51,0.1642,69,185,254,5.3,1,1.129762134
1020,2/15/2011,1,0,2,4,0,2,1,1,0.22,0.1818,0.37,0.5224,0,1,1,7.7,1,1.659153627
7205,11/1/2011,4,0,11,19,0,2,1,1,0.42,0.4242,0.58,0.0896,39,274,313,9,1,2.595851264
13769,8/1/2012,3,1,8,21,0,3,1,1,0.72,0.6818,0.7,0.1343,36,284,320,16.1,1,2.869945045
6599,10/7/2011,4,0,10,12,0,5,1,1,0.6,0.6212,0.53,0,61,174,235,4.9,2,1.055383844
7461,11/12/2011,4,0,11,11,0,6,0,1,0.38,0.3939,0.54,0.2836,102,213,315,5.5,1,1.256306222
9909,2/22/2012,1,1,2,21,0,3,1,2,0.48,0.4697,0.33,0.2836,19,220,239,57.33,1,21.38149769
11626,5/4/2012,2,1,5,14,0,5,1,2,0.66,0.6212,0.74,0.2836,83,159,242,8.5,3,1.839894771
10663,3/25/2012,2,1,3,9,0,0,0,2,0.4,0.4091,0.94,0.2537,26,92,118,9.5,1,4.009703354
16433,11/22/2012,4,1,11,10,1,4,0,1,0.36,0.3636,0.57,0.1045,65,154,219,7.5,1,1.938520292
17347,12/30/2012,1,1,12,15,0,0,0,1,0.28,0.2576,0.38,0.3284,37,101,138,6.9,1,0
10519,3/19/2012,1,1,3,9,0,1,1,1,0.5,0.4848,0.72,0.1642,55,276,331,7.5,2,1.77532511
14260,8/22/2012,3,1,8,8,0,3,1,1,0.64,0.6061,0.73,0.0896,37,703,740,8.1,1,2.005888635
12380,6/5/2012,2,1,6,0,0,2,1,1,0.54,0.5152,0.68,0.4179,6,28,34,6.1,3,2.364525531
12779,6/21/2012,3,1,6,15,0,4,1,1,0.92,0.8333,0.33,0.1642,40,154,194,5.7,1,0.880863821
14708,9/10/2012,3,1,9,0,0,1,1,1,0.56,0.5303,0.52,0.2836,6,35,41,14.1,1,4.179409989
11596,5/3/2012,2,1,5,8,0,4,1,3,0.46,0.4545,0.88,0.194,19,608,627,5.7,1,1.675506062
16958,12/14/2012,4,1,12,8,0,5,1,1,0.2,0.2273,0.69,0.0896,13,623,636,7,1,1.408444368
9679,2/13/2012,1,1,2,5,0,1,1,1,0.1,0.1212,0.58,0.1343,0,17,17,12,1,3.541864255
14537,9/2/2012,3,1,9,21,0,0,0,1,0.7,0.6515,0.7,0.1642,79,92,171,11.5,1,3.35329609
7816,11/27/2011,4,0,11,6,0,0,0,1,0.38,0.3939,0.82,0.1642,0,9,9,12.1,1,4.2763286
11159,4/15/2012,2,1,4,3,0,0,0,2,0.52,0.5,0.59,0.1343,18,27,45,26.67,1,8.185537621
16637,11/30/2012,4,1,11,23,0,5,1,2,0.3,0.3182,0.75,0.0896,11,99,110,4.5,1,1.234575271
4686,7/19/2011,3,0,7,3,0,2,1,1,0.72,0.6818,0.7,0.1642,2,1,3,10.1,1,3.145310797
3724,6/9/2011,2,0,6,1,0,4,1,1,0.74,0.7121,0.79,0.1045,3,13,16,7.7,1,2.812763304
4171,6/27/2011,3,0,6,16,0,1,1,1,0.74,0.6818,0.55,0.1045,53,222,275,25,2,7.559944189
124,1/6/2011,1,0,1,9,0,4,1,2,0.18,0.2424,0.51,0,6,116,122,19,1,4.916913309
6755,10/14/2011,4,0,10,0,0,5,1,1,0.58,0.5455,0.94,0.0896,10,29,39,14,1,3.353691218
11604,5/3/2012,2,1,5,16,0,4,1,1,0.68,0.6364,0.57,0.1642,45,325,370,5,1,1.19689763
1620,3/12/2011,1,0,3,23,0,6,0,1,0.38,0.3939,0.66,0.0896,11,38,49,43.5,1,15.74537042
12802,6/22/2012,3,1,6,14,0,5,1,1,0.88,0.803,0.39,0.2239,65,198,263,8,1,1.778567785
11743,5/9/2012,2,1,5,11,0,3,1,2,0.62,0.6212,0.59,0.2985,45,156,201,8.7,4,3.166510908
14746,9/11/2012,3,1,9,14,0,2,1,1,0.68,0.6212,0.3,0.0896,74,181,255,3.7,1,0.619663371
12267,5/31/2012,2,1,5,7,0,4,1,1,0.6,0.6061,0.64,0.2836,18,489,507,20.5,1,11.04146627
10714,3/27/2012,2,1,3,12,0,2,1,1,0.32,0.3182,0.31,0.1642,34,186,220,34,0,15.58245692
5215,8/10/2011,3,0,8,4,0,3,1,1,0.7,0.6515,0.54,0.1343,1,4,5,52.83,1,9.24275101
6365,9/27/2011,4,0,9,18,0,2,1,2,0.64,0.5758,0.89,0.2239,31,325,356,6.1,1,1.837191764
17199,12/24/2012,1,1,12,10,0,1,1,2,0.26,0.303,0.65,0,21,82,103,8.5,1,1.626577673
11092,4/12/2012,2,1,4,8,0,4,1,1,0.32,0.303,0.66,0.3284,20,604,624,20,1,0.257808611
2116,4/3/2011,2,0,4,0,0,0,0,1,0.3,0.2879,0.65,0.194,8,31,39,10.5,1,4.469671452
8201,12/13/2011,4,0,12,8,0,2,1,1,0.2,0.2273,0.69,0.1045,9,391,400,26.5,1,7.751366499
3943,6/18/2011,2,0,6,4,0,6,0,1,0.6,0.5455,0.88,0.0896,1,4,5,8,4,2.046724849
12615,6/14/2012,2,1,6,19,0,4,1,1,0.7,0.6515,0.48,0.2537,96,483,579,10.6,1,2.809332838
11781,5/11/2012,2,1,5,1,0,5,1,1,0.46,0.4545,0.51,0.1343,14,32,46,4.5,1,1.107503602
3926,6/17/2011,2,0,6,11,0,5,1,1,0.68,0.6364,0.69,0.2537,43,138,181,9.7,1,3.274649106
14561,9/3/2012,3,1,9,21,1,1,0,1,0.72,0.6818,0.76,0.1045,42,142,184,20.5,1,7.658077301
11373,4/24/2012,2,1,4,1,0,2,1,2,0.32,0.3333,0.81,0.1343,1,6,7,9.3,1,3.156710886
7069,10/27/2011,4,0,10,3,0,4,1,3,0.46,0.4545,0.94,0,1,3,4,18.5,1,4.979622933
3855,6/14/2011,2,0,6,12,0,2,1,1,0.64,0.6212,0.41,0.3582,30,139,169,5,2,0.422459184
9423,2/2/2012,1,1,2,12,0,4,1,1,0.42,0.4242,0.82,0,8,140,148,34,1,9.474945572
10573,3/21/2012,2,1,3,15,0,3,1,2,0.56,0.5303,0.78,0,68,175,243,23.5,1,7.24906902
11531,4/30/2012,2,1,4,15,0,1,1,2,0.52,0.5,0.55,0.1045,55,176,231,4.5,3,0.539025257
10743,3/28/2012,2,1,3,17,0,3,1,1,0.6,0.6061,0.6,0.2239,72,532,604,8,1,2.104585029
17283,12/27/2012,1,1,12,23,0,4,1,2,0.24,0.2273,0.6,0.2537,2,24,26,26.5,5,0.086488698
16482,11/24/2012,4,1,11,11,0,6,0,2,0.28,0.2576,0.41,0.2985,55,131,186,5.5,2,0.939709817
13057,7/3/2012,3,1,7,5,0,2,1,1,0.7,0.6515,0.61,0,2,33,35,6.1,1,0.877802497
13644,7/27/2012,3,1,7,16,0,5,1,1,0.84,0.7727,0.47,0.2239,80,419,499,4.9,4,0.723196525
16914,12/12/2012,4,1,12,12,0,3,1,2,0.34,0.3636,0.42,0,14,218,232,5.3,1,1.785923363
3481,5/29/2011,2,0,5,22,0,0,0,1,0.66,0.5909,0.89,0.1343,78,93,171,8.1,1,2.047066487
1451,3/5/2011,1,0,3,17,0,6,0,2,0.48,0.4697,0.59,0.3582,60,104,164,20.33,1,4.441598517
9293,1/28/2012,1,1,1,2,0,6,0,1,0.26,0.303,0.6,0,3,38,41,4.5,1,0.968692475
2794,5/1/2011,2,0,5,7,0,0,0,2,0.42,0.4242,0.77,0.0896,7,26,33,7,1,2.066952738
9833,2/19/2012,1,1,2,15,0,0,0,2,0.3,0.2879,0.49,0.194,85,168,253,7.7,1,2.439237262
16463,11/23/2012,4,1,11,16,0,5,1,2,0.48,0.4697,0.41,0.1045,158,199,357,7.3,1,1.219877276
16147,11/10/2012,4,1,11,12,0,6,0,1,0.48,0.4697,0.48,0,258,348,606,33.07,2,10.37501396
4569,7/14/2011,3,0,7,6,0,4,1,1,0.6,0.6061,0.6,0.2239,14,116,130,36.5,5,9.012328238
13694,7/29/2012,3,1,7,18,0,0,0,1,0.8,0.7121,0.41,0.2985,117,302,419,5,2,0.781826749
4454,7/9/2011,3,0,7,11,0,6,0,1,0.78,0.697,0.46,0.2985,101,189,290,23.5,1,5.507186524
12833,6/23/2012,3,1,6,21,0,6,0,1,0.76,0.6667,0.33,0.1343,99,223,322,6.1,1,1.424492998
7207,11/1/2011,4,0,11,21,0,2,1,1,0.36,0.3788,0.81,0,13,114,127,11,1,2.532374344
14917,9/18/2012,3,1,9,17,0,2,1,3,0.6,0.5455,0.88,0.194,36,302,338,6,6,1.239538355
10113,3/2/2012,1,1,3,10,0,5,1,1,0.36,0.3485,0.5,0.1642,14,118,132,11.3,5,5.042840456
4568,7/14/2011,3,0,7,5,0,4,1,1,0.6,0.6212,0.56,0.2239,6,22,28,8.1,1,1.710773557
11148,4/14/2012,2,1,4,16,0,6,0,2,0.64,0.6212,0.27,0.3582,253,329,582,8.9,3,3.082583544
6655,10/9/2011,4,0,10,20,0,0,0,1,0.56,0.5303,0.73,0.1045,59,134,193,4.5,1,1.635897138
10402,3/14/2012,1,1,3,12,0,3,1,2,0.64,0.6212,0.29,0,55,212,267,11,1,2.146570992
13951,8/9/2012,3,1,8,11,0,4,1,1,0.84,0.7576,0.44,0,94,166,260,8.5,1,1.618502608
7317,11/6/2011,4,0,11,11,0,0,0,1,0.42,0.4242,0.58,0.0896,104,216,320,8.5,1,0
9564,2/8/2012,1,1,2,10,0,3,1,2,0.26,0.2576,0.7,0.2239,1,107,108,8.1,1,1.861809968
14472,8/31/2012,3,1,8,4,0,5,1,1,0.64,0.5758,0.89,0.1343,0,7,7,6.9,1,1.190469773
6570,10/6/2011,4,0,10,7,0,4,1,1,0.42,0.4242,0.62,0.194,15,287,302,6,1,1.081152661
10906,4/4/2012,2,1,4,13,0,3,1,2,0.6,0.6212,0.46,0.2537,70,181,251,5.3,1,1.092647618
8899,1/11/2012,1,1,1,15,0,3,1,2,0.34,0.3485,0.87,0.0896,6,73,79,6.1,1,1.226806357
731,2/2/2011,1,0,2,19,0,3,1,1,0.28,0.2424,0.45,0.4925,3,88,91,9.5,2,2.849352546
7202,11/1/2011,4,0,11,16,0,2,1,1,0.48,0.4697,0.44,0.1642,46,252,298,11.5,1,2.638257378
6037,9/14/2011,3,0,9,2,0,3,1,1,0.6,0.5606,0.83,0,1,4,5,17,6,4.929373845
12045,5/22/2012,2,1,5,1,0,2,1,2,0.58,0.5455,0.83,0.1343,11,16,27,5.3,1,1.274290637
12680,6/17/2012,2,1,6,12,0,0,0,1,0.62,0.6212,0.57,0,260,355,615,10,1,2.643417028
5074,8/4/2011,3,0,8,7,0,4,1,2,0.68,0.6364,0.89,0.2985,11,271,282,15.5,1,3.726656954
15650,10/19/2012,4,1,10,6,0,5,1,3,0.54,0.5152,0.94,0.1642,5,126,131,6.9,1,1.907496063
7240,11/3/2011,4,0,11,6,0,4,1,1,0.34,0.3333,0.76,0.194,3,96,99,18.1,1,6.7281434
15695,10/21/2012,4,1,10,3,0,0,0,1,0.38,0.3939,0.66,0.0896,12,29,41,15.5,1,1.705608984
14127,8/16/2012,3,1,8,19,0,4,1,1,0.76,0.6818,0.4,0.1045,119,558,677,10.1,1,3.977590097
14070,8/14/2012,3,1,8,10,0,2,1,1,0.7,0.6667,0.79,0.1045,53,155,208,21.5,6,7.647930587
4727,7/20/2011,3,0,7,20,0,3,1,1,0.8,0.8333,0.75,0.2239,45,264,309,8.5,1,1.167742499
12490,6/9/2012,2,1,6,14,0,6,0,1,0.82,0.697,0.23,0.194,239,354,593,7.3,1,1.065892832
13872,8/6/2012,3,1,8,4,0,1,1,2,0.72,0.697,0.74,0.1343,3,8,11,2.5,1,0
6481,10/2/2011,4,0,10,14,0,0,0,3,0.36,0.3485,0.81,0.1642,61,195,256,8.5,1,1.215200374
1090,2/18/2011,1,0,2,3,0,5,1,1,0.46,0.4545,0.67,0.2537,2,6,8,6.1,5,1.351069542
15669,10/20/2012,4,1,10,1,0,6,0,1,0.46,0.4545,0.72,0.1343,2,93,95,14.1,1,4.807439404
13749,8/1/2012,3,1,8,1,0,3,1,1,0.66,0.6061,0.83,0.0896,5,28,33,6,1,0.925366597
17158,12/22/2012,1,1,12,16,0,6,0,1,0.3,0.2727,0.39,0.4478,23,124,147,8.5,1,1.804301367
7208,11/1/2011,4,0,11,22,0,2,1,1,0.36,0.3788,0.81,0,5,91,96,8,1,1.635489383
11640,5/5/2012,2,1,5,4,0,6,0,1,0.56,0.5303,0.88,0.1045,0,9,9,5.3,1,1.624165292
6602,10/7/2011,4,0,10,15,0,5,1,1,0.66,0.6212,0.41,0,68,202,270,10.5,1,2.689656905
3144,5/15/2011,2,0,5,21,0,0,0,1,0.54,0.5152,0.88,0,44,107,151,5.5,1,1.099373954
2679,4/26/2011,2,0,4,12,0,2,1,1,0.7,0.6515,0.61,0.4179,40,146,186,8.1,1,1.963685285
5291,8/13/2011,3,0,8,8,0,6,0,2,0.7,0.6515,0.65,0.1642,28,90,118,13,1,0
14299,8/23/2012,3,1,8,23,0,4,1,2,0.66,0.6212,0.69,0,24,133,157,8.5,1,0.773429447
8558,12/28/2011,1,0,12,8,0,3,1,1,0.32,0.2879,0.57,0.3582,11,206,217,6.1,1,1.900846467
15626,10/18/2012,4,1,10,6,0,4,1,1,0.44,0.4394,0.88,0.2985,3,150,153,12.9,1,4.588409863
8836,1/8/2012,1,1,1,23,0,0,0,1,0.26,0.2424,0.56,0.2537,0,30,30,10,5,6.338928292
5665,8/29/2011,3,0,8,11,0,1,1,1,0.66,0.6212,0.47,0.1642,38,100,138,8.5,6,1.946018152
9170,1/22/2012,1,1,1,23,0,0,0,2,0.16,0.1818,0.93,0.1045,2,35,37,4.9,1,0.722688604
7171,10/31/2011,4,0,10,9,0,1,1,2,0.32,0.3182,0.76,0.1642,14,197,211,6,1,1.840052907
1936,3/26/2011,2,0,3,10,0,6,0,1,0.26,0.2576,0.41,0.1642,32,93,125,5,1,0.58049234
7476,11/13/2011,4,0,11,2,0,0,0,1,0.36,0.3636,0.57,0.1045,9,48,57,12,1,0
13824,8/4/2012,3,1,8,4,0,6,0,1,0.72,0.697,0.79,0.194,2,11,13,13.5,1,2.503655446
15914,10/31/2012,4,1,10,18,0,3,1,2,0.4,0.4091,0.58,0.1642,28,556,584,33.83,1,8.727633558
5996,9/12/2011,3,0,9,9,0,1,1,1,0.64,0.6061,0.69,0,21,155,176,25.7,1,11.02114569
4465,7/9/2011,3,0,7,22,0,6,0,1,0.72,0.6818,0.62,0.1642,60,154,214,13.7,3,4.335320459
16315,11/17/2012,4,1,11,12,0,6,0,1,0.4,0.4091,0.4,0.1642,117,359,476,10.5,1,3.817875226
11703,5/7/2012,2,1,5,19,0,1,1,1,0.58,0.5455,0.56,0.3284,83,463,546,5.7,1,1.184261213
17295,12/28/2012,1,1,12,11,0,5,1,2,0.28,0.2727,0.52,0.2239,71,107,178,9,2,2.72668219
4771,7/22/2011,3,0,7,16,0,5,1,3,0.9,0.8333,0.39,0.2985,29,153,182,22.5,1,7.256930219
15321,10/5/2012,4,1,10,13,0,5,1,1,0.7,0.6515,0.48,0,117,307,424,7.5,1,1.214242473
14683,9/8/2012,3,1,9,23,0,6,0,2,0.58,0.5455,0.73,0.1642,12,121,133,14.1,1,4.425514829
1690,3/16/2011,1,0,3,0,0,3,1,3,0.3,0.2879,0.93,0.2537,0,8,8,9.3,1,2.298770563
3806,6/12/2011,2,0,6,11,0,0,0,1,0.78,0.7273,0.55,0.1045,131,236,367,4,1,0.555456126
11355,4/23/2012,2,1,4,7,0,1,1,3,0.3,0.2879,0.81,0.2537,1,206,207,5.5,1,1.052608492
12618,6/14/2012,2,1,6,22,0,4,1,2,0.64,0.6061,0.65,0.2239,46,196,242,9.3,1,1.923371689
12776,6/21/2012,3,1,6,12,0,4,1,1,0.9,0.8182,0.35,0.194,33,182,215,7.3,2,1.719032293
3909,6/16/2011,2,0,6,18,0,4,1,1,0.64,0.5758,0.83,0.2239,26,299,325,4.5,1,0.791230843
5445,8/19/2011,3,0,8,18,0,5,1,1,0.76,0.7121,0.58,0.5224,88,337,425,13,1,2.179683933
13617,7/26/2012,3,1,7,13,0,4,1,1,0.86,0.8333,0.53,0.2985,53,189,242,5.7,2,1.189925401
3884,6/15/2011,2,0,6,17,0,3,1,1,0.74,0.6515,0.28,0.1045,83,555,638,8,1,1.650489321
16694,12/3/2012,4,1,12,8,0,1,1,1,0.36,0.3788,0.93,0,19,712,731,20.5,2,7.476847547
5696,8/30/2011,3,0,8,18,0,2,1,1,0.7,0.6364,0.45,0.1642,60,516,576,9.3,1,3.47621603
1983,3/28/2011,2,0,3,11,0,1,1,2,0.26,0.2424,0.3,0.2836,18,39,57,8.5,2,2.755729707
5285,8/13/2011,3,0,8,2,0,6,0,1,0.68,0.6364,0.57,0,16,58,74,8.1,1,2.465241443
16838,12/9/2012,4,1,12,8,0,0,0,3,0.4,0.4091,0.87,0.1642,1,68,69,5,5,0.757287684
8474,12/24/2011,1,0,12,17,0,6,0,1,0.28,0.2879,0.45,0.1343,15,53,68,5.3,5,0.503896758
4645,7/17/2011,3,0,7,10,0,0,0,1,0.74,0.6818,0.6,0.2239,127,177,304,5.3,1,1.392726175
15258,10/2/2012,4,1,10,22,0,2,1,2,0.62,0.5455,0.94,0.1045,28,212,240,6.9,2,2.558068759
7650,11/20/2011,4,0,11,8,0,0,0,2,0.42,0.4242,0.71,0.2836,13,52,65,8.5,1,1.817287993
2213,4/7/2011,2,0,4,1,0,4,1,1,0.42,0.4242,0.47,0.1343,2,11,13,6.5,1,2.484841625
3718,6/8/2011,2,0,6,19,0,3,1,1,0.82,0.803,0.59,0.1343,61,323,384,29,1,4.748372724
3652,6/6/2011,2,0,6,1,0,1,1,1,0.6,0.5606,0.83,0.1343,9,5,14,21,6,6.957015736
6336,9/26/2011,4,0,9,13,0,1,1,2,0.7,0.6667,0.74,0.1642,48,139,187,14.5,2,4.751534918
9369,1/31/2012,1,1,1,6,0,2,1,1,0.28,0.2727,0.52,0.1642,0,104,104,32.9,1,9.298314229
16692,12/3/2012,4,1,12,6,0,1,1,1,0.36,0.3788,0.93,0,2,136,138,6.1,1,3.010254878
14095,8/15/2012,3,1,8,11,0,3,1,2,0.74,0.6818,0.58,0.194,80,155,235,13,1,2.573883976
11616,5/4/2012,2,1,5,4,0,5,1,1,0.56,0.5303,0.88,0.194,0,4,4,15,1,1.813055291
8117,12/9/2011,4,0,12,20,0,5,1,1,0.3,0.3333,0.81,0,10,140,150,4.9,1,0.957604915
12123,5/25/2012,2,1,5,7,0,5,1,2,0.62,0.5606,0.88,0.1642,7,352,359,8.9,5,2.781628353
7600,11/18/2011,4,0,11,6,0,5,1,1,0.22,0.2576,0.44,0.0896,1,70,71,8.1,1,2.372382206
15920,11/1/2012,4,1,11,0,0,4,1,1,0.36,0.3636,0.57,0.0896,8,52,60,6,1,1.291459094
6402,9/29/2011,4,0,9,7,0,4,1,1,0.6,0.5455,0.88,0.1343,14,269,283,57.33,1,20.53900368
5113,8/5/2011,3,0,8,22,0,5,1,1,0.7,0.6515,0.65,0.2239,51,137,188,8,1,1.720655382
16108,11/8/2012,4,1,11,21,0,4,1,1,0.36,0.3333,0.37,0.3881,11,222,233,8.5,1,2.348669417
7819,11/27/2011,4,0,11,9,0,0,0,1,0.46,0.4545,0.72,0.2836,21,90,111,8.9,1,3.572536344
10037,2/28/2012,1,1,2,5,0,2,1,1,0.32,0.2879,0.42,0.3582,1,20,21,10.5,5,0.940848166
15351,10/6/2012,4,1,10,19,0,6,0,1,0.48,0.4697,0.55,0.2239,102,239,341,10.1,2,5.59007518
3285,5/21/2011,2,0,5,18,0,6,0,2,0.7,0.6364,0.45,0.1642,191,253,444,49.8,3,21.42281506
7907,12/1/2011,4,0,12,2,0,4,1,1,0.26,0.2273,0.56,0.2985,1,8,9,5,1,1.061587368
9783,2/17/2012,1,1,2,13,0,5,1,1,0.4,0.4091,0.43,0.3582,34,171,205,6,1,1.342546409
5569,8/24/2011,3,0,8,22,0,3,1,1,0.7,0.6515,0.65,0.3582,41,140,181,13.3,1,4.002755424
3801,6/12/2011,2,0,6,6,0,0,0,1,0.62,0.5606,0.88,0.1045,5,9,14,7,1,0.562923201
6639,10/9/2011,4,0,10,4,0,0,0,1,0.44,0.4394,0.88,0,7,7,14,10.5,2,3.119132676
7345,11/7/2011,4,0,11,15,0,1,1,1,0.56,0.5303,0.37,0.1045,38,132,170,56.8,1,20.74225318
1210,2/23/2011,1,0,2,11,0,3,1,1,0.24,0.2576,0.41,0.1045,16,53,69,14.5,1,3.590501424
15745,10/23/2012,4,1,10,5,0,2,1,1,0.44,0.4394,0.77,0.0896,1,49,50,11.3,2,0.095734056
14068,8/14/2012,3,1,8,8,0,2,1,2,0.66,0.5909,0.89,0.0896,27,591,618,6.5,1,0.885065712
17063,12/18/2012,4,1,12,17,0,2,1,1,0.4,0.4091,0.47,0.4478,39,533,572,5.7,1,1.823988849
3900,6/16/2011,2,0,6,9,0,4,1,2,0.62,0.6061,0.65,0.194,29,232,261,13,1,3.659561823
675,1/31/2011,1,0,1,10,0,1,1,2,0.16,0.1515,0.59,0.194,1,68,69,22,5,7.69379112
